,Frame,xmin,ymin,xmax,ymax,s,FileName
0,2002/08/18/big/img_181.jpg,107.85142797233894,198.70878599271242,192.14857202766106,303.2912140072876,1.0,./originalPics/2002/08/18/big/img_181.jpg
1,2002/08/18/big/img_181.jpg,203.02169648634643,32.22453990540059,234.97830351365357,69.7754600945994,1.0,./originalPics/2002/08/18/big/img_181.jpg
2,2002/08/18/big/img_181.jpg,257.8186148630978,67.49448779309998,294.1813851369022,110.50551220690004,1.0,./originalPics/2002/08/18/big/img_181.jpg
3,2002/08/10/big/img_520.jpg,37.056526565130866,31.514608424701237,300.94347343486913,352.48539157529876,1.0,./originalPics/2002/08/10/big/img_520.jpg
4,2002/08/25/big/img_705.jpg,0.0,64.99124690227808,306.4455268431127,409.0087530977219,1.0,./originalPics/2002/08/25/big/img_705.jpg
5,2002/08/23/big/img_226.jpg,77.1084522210977,34.23320507405041,166.8915477789023,135.7667949259496,1.0,./originalPics/2002/08/23/big/img_226.jpg
6,2002/08/04/big/img_727.jpg,35.76105514162877,42.33492170801483,282.2389448583712,353.6650782919852,1.0,./originalPics/2002/08/04/big/img_727.jpg
7,2002/07/24/big/img_625.jpg,214.8213989407861,129.22723171964844,347.17860105921386,274.77276828035156,1.0,./originalPics/2002/07/24/big/img_625.jpg
8,2002/07/24/big/img_625.jpg,122.89527927237035,0.8525966869638353,239.10472072762965,143.1474033130362,1.0,./originalPics/2002/07/24/big/img_625.jpg
9,2002/07/24/big/img_625.jpg,299.65092979700387,38.796946122743286,378.34907020299613,125.20305387725672,1.0,./originalPics/2002/07/24/big/img_625.jpg
10,2002/08/28/big/img_19157.jpg,85.40614551991465,23.386955805591683,174.59385448008533,134.61304419440833,1.0,./originalPics/2002/08/28/big/img_19157.jpg
11,2002/08/28/big/img_19157.jpg,271.38242643862765,73.46287120121004,370.61757356137235,182.53712879878998,1.0,./originalPics/2002/08/28/big/img_19157.jpg
12,2002/08/23/big/img_586.jpg,72.4942226611119,22.36407732758191,195.5057773388881,157.6359226724181,1.0,./originalPics/2002/08/23/big/img_586.jpg
13,2002/08/23/big/img_586.jpg,277.7668120837112,84.56651152672268,384.2331879162888,213.43348847327732,1.0,./originalPics/2002/08/23/big/img_586.jpg
14,2002/07/31/big/img_232.jpg,33.358641025330485,52.818378572691074,264.6413589746695,343.18162142730887,1.0,./originalPics/2002/07/31/big/img_232.jpg
15,2003/01/13/big/img_240.jpg,36.14473225391845,144.57338549342649,147.85526774608155,267.4266145065735,1.0,./originalPics/2003/01/13/big/img_240.jpg
16,2003/01/14/big/img_321.jpg,71.93777713922613,33.94657474253242,192.0622228607739,188.05342525746758,1.0,./originalPics/2003/01/14/big/img_321.jpg
17,2003/01/14/big/img_321.jpg,200.5561926032383,80.16309286484848,329.4438073967617,221.8369071351515,1.0,./originalPics/2003/01/14/big/img_321.jpg
18,2003/01/15/big/img_533.jpg,152.31445192693172,138.22874141763538,235.68554807306828,229.77125858236462,1.0,./originalPics/2003/01/15/big/img_533.jpg
19,2003/01/15/big/img_533.jpg,270.8817046704173,5.899868739145461,380.0,146.10013126085454,1.0,./originalPics/2003/01/15/big/img_533.jpg
20,2002/07/23/big/img_480.jpg,170.13950330711214,21.394581781480916,263.86049669288786,142.60541821851908,1.0,./originalPics/2002/07/23/big/img_480.jpg
21,2002/07/24/big/img_371.jpg,96.994867885503,43.9451702117769,195.005132114497,166.05482978822312,1.0,./originalPics/2002/07/24/big/img_371.jpg
22,2002/08/21/big/img_702.jpg,74.3073680739574,0.0,379.6926319260426,268.11092070526297,1.0,./originalPics/2002/08/21/big/img_702.jpg
23,2002/08/31/big/img_17075.jpg,65.50959533525588,76.76571396284976,164.49040466474412,201.23428603715024,1.0,./originalPics/2002/08/31/big/img_17075.jpg
24,2002/09/02/big/img_15278.jpg,132.9873940481649,35.36519568610836,207.0126059518351,116.63480431389164,1.0,./originalPics/2002/09/02/big/img_15278.jpg
25,2002/09/02/big/img_15278.jpg,0.0,292.8435526703054,48.16004670393049,359.1564473296946,1.0,./originalPics/2002/09/02/big/img_15278.jpg
26,2002/07/29/big/img_246.jpg,76.866570416178,29.75075060900315,335.13342958382196,312.24924939099685,1.0,./originalPics/2002/07/29/big/img_246.jpg
27,2002/07/29/big/img_246.jpg,241.76954525254948,41.533371422641665,450.0,276.46662857735834,1.0,./originalPics/2002/07/29/big/img_246.jpg
28,2003/01/15/big/img_829.jpg,85.10476756063952,42.21834318644126,264.8952324393605,239.78165681355873,1.0,./originalPics/2003/01/15/big/img_829.jpg
29,2003/01/15/big/img_1213.jpg,56.18157496041489,17.698263581218434,127.81842503958511,104.30173641878156,1.0,./originalPics/2003/01/15/big/img_1213.jpg
30,2003/01/15/big/img_1213.jpg,251.35598511018122,19.829729236111007,324.6440148898188,100.170270763889,1.0,./originalPics/2003/01/15/big/img_1213.jpg
31,2003/01/16/big/img_441.jpg,156.629736564486,46.58603973993806,259.370263435514,159.41396026006194,1.0,./originalPics/2003/01/16/big/img_441.jpg
32,2002/08/14/big/img_921.jpg,22.221167317931325,44.5627105480495,101.77883268206868,139.4372894519505,1.0,./originalPics/2002/08/14/big/img_921.jpg
33,2002/08/14/big/img_921.jpg,124.56846320122668,94.5347295447909,165.43153679877332,139.4652704552091,1.0,./originalPics/2002/08/14/big/img_921.jpg
34,2002/08/14/big/img_921.jpg,236.35598511018122,91.829729236111,309.6440148898188,172.170270763889,1.0,./originalPics/2002/08/14/big/img_921.jpg
35,2002/07/23/big/img_425.jpg,270.82370626080007,79.39978193276671,403.17629373919993,242.6002180672333,1.0,./originalPics/2002/07/23/big/img_425.jpg
36,2002/08/15/big/img_296.jpg,32.04021941643863,34.055639621704316,147.95978058356135,171.9443603782957,1.0,./originalPics/2002/08/15/big/img_296.jpg
37,2002/08/15/big/img_296.jpg,172.4969214138181,62.365968552070285,299.5030785861819,217.63403144792971,1.0,./originalPics/2002/08/15/big/img_296.jpg
38,2002/07/19/big/img_135.jpg,58.23508740534918,83.47169845794727,175.7649125946508,212.52830154205273,1.0,./originalPics/2002/07/19/big/img_135.jpg
39,2002/07/19/big/img_135.jpg,226.44589860917205,25.99338365617747,319.55410139082795,144.00661634382254,1.0,./originalPics/2002/07/19/big/img_135.jpg
40,2002/07/26/big/img_402.jpg,100.29422375648004,20.03986915966003,179.70577624351995,117.96013084033997,1.0,./originalPics/2002/07/26/big/img_402.jpg
