,Frame,x_center,y_center,w,h,s,FileName
0,2002/08/18/big/img_181.jpg,462.0,357.0,258.0,149.0,1.0,./originalPics/2002/08/18/big/img_181.jpg
1,2002/08/18/big/img_181.jpg,674.0,73.0,98.0,54.0,1.0,./originalPics/2002/08/18/big/img_181.jpg
2,2002/08/18/big/img_181.jpg,849.0,127.0,111.0,61.0,1.0,./originalPics/2002/08/18/big/img_181.jpg
3,2002/08/10/big/img_520.jpg,530.0,274.0,828.0,458.0,1.0,./originalPics/2002/08/10/big/img_520.jpg
4,2002/08/25/big/img_705.jpg,459.0,337.0,918.0,489.0,1.0,./originalPics/2002/08/25/big/img_705.jpg
5,2002/08/23/big/img_226.jpg,324.0,121.0,239.0,145.0,1.0,./originalPics/2002/08/23/big/img_226.jpg
6,2002/08/04/big/img_727.jpg,497.0,282.0,769.0,442.0,1.0,./originalPics/2002/08/04/big/img_727.jpg
7,2002/07/24/big/img_625.jpg,697.0,287.0,327.0,208.0,1.0,./originalPics/2002/07/24/big/img_625.jpg
8,2002/07/24/big/img_625.jpg,449.0,102.0,288.0,202.0,1.0,./originalPics/2002/07/24/big/img_625.jpg
9,2002/07/24/big/img_625.jpg,841.0,117.0,196.0,122.0,1.0,./originalPics/2002/07/24/big/img_625.jpg
10,2002/08/28/big/img_19157.jpg,284.0,112.0,194.0,158.0,1.0,./originalPics/2002/08/28/big/img_19157.jpg
11,2002/08/28/big/img_19157.jpg,700.0,182.0,216.0,155.0,1.0,./originalPics/2002/08/28/big/img_19157.jpg
12,2002/08/23/big/img_586.jpg,286.0,173.0,262.0,260.0,1.0,./originalPics/2002/08/23/big/img_586.jpg
13,2002/08/23/big/img_586.jpg,706.0,287.0,226.0,249.0,1.0,./originalPics/2002/08/23/big/img_586.jpg
14,2002/07/31/big/img_232.jpg,478.0,282.0,742.0,413.0,1.0,./originalPics/2002/07/31/big/img_232.jpg
15,2003/01/13/big/img_240.jpg,237.0,293.0,288.0,175.0,1.0,./originalPics/2003/01/13/big/img_240.jpg
16,2003/01/14/big/img_321.jpg,310.0,233.0,282.0,323.0,1.0,./originalPics/2003/01/14/big/img_321.jpg
17,2003/01/14/big/img_321.jpg,622.0,317.0,303.0,298.0,1.0,./originalPics/2003/01/14/big/img_321.jpg
18,2003/01/15/big/img_533.jpg,490.0,262.0,210.0,131.0,1.0,./originalPics/2003/01/15/big/img_533.jpg
19,2003/01/15/big/img_533.jpg,821.0,108.0,275.0,199.0,1.0,./originalPics/2003/01/15/big/img_533.jpg
20,2002/07/23/big/img_480.jpg,463.0,149.0,201.0,220.0,1.0,./originalPics/2002/07/23/big/img_480.jpg
21,2002/07/24/big/img_371.jpg,446.0,149.0,300.0,174.0,1.0,./originalPics/2002/07/24/big/img_371.jpg
22,2002/08/21/big/img_702.jpg,485.0,294.0,652.0,587.0,1.0,./originalPics/2002/08/21/big/img_702.jpg
23,2002/08/31/big/img_17075.jpg,317.0,198.0,273.0,176.0,1.0,./originalPics/2002/08/31/big/img_17075.jpg
24,2002/09/02/big/img_15278.jpg,516.0,108.0,225.0,115.0,1.0,./originalPics/2002/09/02/big/img_15278.jpg
25,2002/09/02/big/img_15278.jpg,73.0,464.0,146.0,94.0,1.0,./originalPics/2002/09/02/big/img_15278.jpg
26,2002/07/29/big/img_246.jpg,439.0,329.0,550.0,542.0,1.0,./originalPics/2002/07/29/big/img_246.jpg
27,2002/07/29/big/img_246.jpg,738.0,306.0,444.0,452.0,1.0,./originalPics/2002/07/29/big/img_246.jpg
28,2003/01/15/big/img_829.jpg,488.0,201.0,502.0,282.0,1.0,./originalPics/2003/01/15/big/img_829.jpg
29,2003/01/15/big/img_1213.jpg,215.0,136.0,169.0,193.0,1.0,./originalPics/2003/01/15/big/img_1213.jpg
30,2003/01/15/big/img_1213.jpg,674.0,133.0,171.0,178.0,1.0,./originalPics/2003/01/15/big/img_1213.jpg
31,2003/01/16/big/img_441.jpg,487.0,195.0,241.0,214.0,1.0,./originalPics/2003/01/16/big/img_441.jpg
32,2002/08/14/big/img_921.jpg,132.0,192.0,171.0,198.0,1.0,./originalPics/2002/08/14/big/img_921.jpg
33,2002/08/14/big/img_921.jpg,309.0,244.0,87.0,94.0,1.0,./originalPics/2002/08/14/big/img_921.jpg
34,2002/08/14/big/img_921.jpg,582.0,275.0,156.0,167.0,1.0,./originalPics/2002/08/14/big/img_921.jpg
35,2002/07/23/big/img_425.jpg,719.0,352.0,282.0,356.0,1.0,./originalPics/2002/07/23/big/img_425.jpg
36,2002/08/15/big/img_296.jpg,249.0,146.0,321.0,196.0,1.0,./originalPics/2002/08/15/big/img_296.jpg
37,2002/08/15/big/img_296.jpg,653.0,199.0,351.0,220.0,1.0,./originalPics/2002/08/15/big/img_296.jpg
38,2002/07/19/big/img_135.jpg,335.0,210.0,338.0,183.0,1.0,./originalPics/2002/07/19/big/img_135.jpg
39,2002/07/19/big/img_135.jpg,782.0,121.0,267.0,168.0,1.0,./originalPics/2002/07/19/big/img_135.jpg
40,2002/07/26/big/img_402.jpg,299.0,131.0,169.0,186.0,1.0,./originalPics/2002/07/26/big/img_402.jpg
41,2002/07/26/big/img_402.jpg,683.0,108.0,175.0,171.0,1.0,./originalPics/2002/07/26/big/img_402.jpg
42,2002/07/26/big/img_402.jpg,883.0,74.0,143.0,146.0,1.0,./originalPics/2002/07/26/big/img_402.jpg
43,2002/07/26/big/img_402.jpg,34.0,97.0,66.0,120.0,1.0,./originalPics/2002/07/26/big/img_402.jpg
44,2003/01/17/big/img_88.jpg,518.0,92.0,289.0,141.0,1.0,./originalPics/2003/01/17/big/img_88.jpg
45,2002/08/20/big/img_872.jpg,496.0,311.0,835.0,485.0,1.0,./originalPics/2002/08/20/big/img_872.jpg
46,2002/08/13/big/img_1110.jpg,241.0,51.0,247.0,104.0,1.0,./originalPics/2002/08/13/big/img_1110.jpg
47,2002/08/13/big/img_1110.jpg,562.0,102.0,280.0,148.0,1.0,./originalPics/2002/08/13/big/img_1110.jpg
48,2003/01/16/big/img_1040.jpg,263.0,310.0,432.0,450.0,1.0,./originalPics/2003/01/16/big/img_1040.jpg
49,2003/01/16/big/img_1040.jpg,716.0,292.0,491.0,582.0,1.0,./originalPics/2003/01/16/big/img_1040.jpg
50,2002/07/23/big/img_9.jpg,626.0,221.0,541.0,351.0,1.0,./originalPics/2002/07/23/big/img_9.jpg
51,2002/08/13/big/img_700.jpg,252.0,232.0,310.0,205.0,1.0,./originalPics/2002/08/13/big/img_700.jpg
52,2002/08/13/big/img_700.jpg,676.0,162.0,331.0,195.0,1.0,./originalPics/2002/08/13/big/img_700.jpg
53,2002/08/16/big/img_371.jpg,725.0,256.0,337.0,401.0,1.0,./originalPics/2002/08/16/big/img_371.jpg
54,2002/08/27/big/img_19966.jpg,577.0,218.0,676.0,338.0,1.0,./originalPics/2002/08/27/big/img_19966.jpg
55,2003/01/17/big/img_391.jpg,496.0,268.0,412.0,345.0,1.0,./originalPics/2003/01/17/big/img_391.jpg
56,2002/08/18/big/img_426.jpg,593.0,158.0,336.0,210.0,1.0,./originalPics/2002/08/18/big/img_426.jpg
57,2002/08/01/big/img_1618.jpg,467.0,176.0,549.0,323.0,1.0,./originalPics/2002/08/01/big/img_1618.jpg
58,2002/08/01/big/img_1618.jpg,676.0,432.0,464.0,273.0,1.0,./originalPics/2002/08/01/big/img_1618.jpg
59,2002/07/21/big/img_754.jpg,595.0,178.0,194.0,223.0,1.0,./originalPics/2002/07/21/big/img_754.jpg
60,2003/01/14/big/img_1101.jpg,311.0,110.0,255.0,222.0,1.0,./originalPics/2003/01/14/big/img_1101.jpg
61,2003/01/16/big/img_1022.jpg,549.0,304.0,641.0,356.0,1.0,./originalPics/2003/01/16/big/img_1022.jpg
62,2002/07/22/big/img_275.jpg,468.0,171.0,294.0,210.0,1.0,./originalPics/2002/07/22/big/img_275.jpg
63,2002/08/24/big/img_86.jpg,402.0,146.0,409.0,199.0,1.0,./originalPics/2002/08/24/big/img_86.jpg
64,2002/08/17/big/img_582.jpg,471.0,215.0,534.0,318.0,1.0,./originalPics/2002/08/17/big/img_582.jpg
65,2003/01/15/big/img_765.jpg,667.0,208.0,372.0,416.0,1.0,./originalPics/2003/01/15/big/img_765.jpg
66,2003/01/17/big/img_449.jpg,146.0,459.0,244.0,224.0,1.0,./originalPics/2003/01/17/big/img_449.jpg
67,2003/01/17/big/img_449.jpg,610.0,207.0,282.0,297.0,1.0,./originalPics/2003/01/17/big/img_449.jpg
68,2002/07/28/big/img_265.jpg,469.0,246.0,433.0,245.0,1.0,./originalPics/2002/07/28/big/img_265.jpg
69,2003/01/13/big/img_552.jpg,466.0,267.0,619.0,367.0,1.0,./originalPics/2003/01/13/big/img_552.jpg
70,2002/07/28/big/img_115.jpg,388.0,182.0,107.0,108.0,1.0,./originalPics/2002/07/28/big/img_115.jpg
71,2002/07/28/big/img_115.jpg,471.0,147.0,98.0,110.0,1.0,./originalPics/2002/07/28/big/img_115.jpg
72,2002/07/28/big/img_115.jpg,732.0,139.0,94.0,110.0,1.0,./originalPics/2002/07/28/big/img_115.jpg
73,2003/01/16/big/img_56.jpg,477.0,316.0,608.0,361.0,1.0,./originalPics/2003/01/16/big/img_56.jpg
74,2002/08/02/big/img_1232.jpg,45.0,255.0,90.0,81.0,1.0,./originalPics/2002/08/02/big/img_1232.jpg
75,2002/08/02/big/img_1232.jpg,117.0,232.0,147.0,85.0,1.0,./originalPics/2002/08/02/big/img_1232.jpg
76,2002/08/02/big/img_1232.jpg,445.0,277.0,214.0,111.0,1.0,./originalPics/2002/08/02/big/img_1232.jpg
77,2002/08/02/big/img_1232.jpg,521.0,225.0,163.0,92.0,1.0,./originalPics/2002/08/02/big/img_1232.jpg
78,2003/01/17/big/img_925.jpg,493.0,199.0,406.0,198.0,1.0,./originalPics/2003/01/17/big/img_925.jpg
79,2002/07/22/big/img_445.jpg,475.0,271.0,706.0,398.0,1.0,./originalPics/2002/07/22/big/img_445.jpg
80,2002/07/25/big/img_957.jpg,161.0,108.0,321.0,191.0,1.0,./originalPics/2002/07/25/big/img_957.jpg
81,2002/07/25/big/img_957.jpg,213.0,414.0,259.0,117.0,1.0,./originalPics/2002/07/25/big/img_957.jpg
82,2002/07/25/big/img_957.jpg,596.0,223.0,509.0,256.0,1.0,./originalPics/2002/07/25/big/img_957.jpg
83,2002/07/25/big/img_957.jpg,438.0,57.0,275.0,114.0,1.0,./originalPics/2002/07/25/big/img_957.jpg
84,2002/07/20/big/img_589.jpg,679.0,186.0,341.0,223.0,1.0,./originalPics/2002/07/20/big/img_589.jpg
85,2002/07/20/big/img_589.jpg,311.0,408.0,393.0,222.0,1.0,./originalPics/2002/07/20/big/img_589.jpg
86,2002/08/31/big/img_17107.jpg,286.0,154.0,109.0,109.0,1.0,./originalPics/2002/08/31/big/img_17107.jpg
87,2002/08/31/big/img_17107.jpg,668.0,118.0,169.0,168.0,1.0,./originalPics/2002/08/31/big/img_17107.jpg
88,2002/07/29/big/img_483.jpg,386.0,129.0,175.0,176.0,1.0,./originalPics/2002/07/29/big/img_483.jpg
89,2002/07/29/big/img_483.jpg,75.0,115.0,147.0,154.0,1.0,./originalPics/2002/07/29/big/img_483.jpg
90,2002/08/14/big/img_1063.jpg,145.0,114.0,228.0,208.0,1.0,./originalPics/2002/08/14/big/img_1063.jpg
91,2002/08/14/big/img_1063.jpg,435.0,71.0,198.0,142.0,1.0,./originalPics/2002/08/14/big/img_1063.jpg
92,2002/08/14/big/img_1063.jpg,606.0,261.0,241.0,220.0,1.0,./originalPics/2002/08/14/big/img_1063.jpg
93,2002/08/07/big/img_1545.jpg,446.0,135.0,169.0,191.0,1.0,./originalPics/2002/08/07/big/img_1545.jpg
94,2002/08/14/big/img_680.jpg,425.0,194.0,271.0,273.0,1.0,./originalPics/2002/08/14/big/img_680.jpg
95,2002/09/01/big/img_16694.jpg,361.0,451.0,298.0,178.0,1.0,./originalPics/2002/09/01/big/img_16694.jpg
96,2002/09/01/big/img_16694.jpg,312.0,129.0,318.0,172.0,1.0,./originalPics/2002/09/01/big/img_16694.jpg
97,2002/09/01/big/img_16694.jpg,625.0,213.0,361.0,195.0,1.0,./originalPics/2002/09/01/big/img_16694.jpg
98,2002/08/14/big/img_257.jpg,602.0,176.0,306.0,238.0,1.0,./originalPics/2002/08/14/big/img_257.jpg
99,2002/08/11/big/img_726.jpg,180.0,115.0,324.0,182.0,1.0,./originalPics/2002/08/11/big/img_726.jpg
100,2002/08/11/big/img_726.jpg,666.0,360.0,544.0,316.0,1.0,./originalPics/2002/08/11/big/img_726.jpg
101,2002/07/26/big/img_681.jpg,463.0,235.0,558.0,274.0,1.0,./originalPics/2002/07/26/big/img_681.jpg
102,2002/07/25/big/img_481.jpg,384.0,181.0,429.0,270.0,1.0,./originalPics/2002/07/25/big/img_481.jpg
103,2003/01/14/big/img_737.jpg,337.0,151.0,372.0,186.0,1.0,./originalPics/2003/01/14/big/img_737.jpg
104,2002/08/28/big/img_19480.jpg,213.0,171.0,222.0,256.0,1.0,./originalPics/2002/08/28/big/img_19480.jpg
105,2002/08/28/big/img_19480.jpg,661.0,199.0,215.0,250.0,1.0,./originalPics/2002/08/28/big/img_19480.jpg
106,2003/01/16/big/img_362.jpg,336.0,154.0,228.0,251.0,1.0,./originalPics/2003/01/16/big/img_362.jpg
107,2002/08/27/big/img_19865.jpg,493.0,278.0,454.0,425.0,1.0,./originalPics/2002/08/27/big/img_19865.jpg
108,2003/01/01/big/img_547.jpg,473.0,211.0,484.0,325.0,1.0,./originalPics/2003/01/01/big/img_547.jpg
109,2002/09/02/big/img_15074.jpg,488.0,97.0,261.0,131.0,1.0,./originalPics/2002/09/02/big/img_15074.jpg
110,2002/08/01/big/img_1453.jpg,614.0,209.0,257.0,269.0,1.0,./originalPics/2002/08/01/big/img_1453.jpg
111,2002/08/22/big/img_594.jpg,757.0,256.0,291.0,357.0,1.0,./originalPics/2002/08/22/big/img_594.jpg
112,2002/08/22/big/img_594.jpg,304.0,341.0,128.0,159.0,1.0,./originalPics/2002/08/22/big/img_594.jpg
113,2002/08/28/big/img_19263.jpg,506.0,351.0,262.0,122.0,1.0,./originalPics/2002/08/28/big/img_19263.jpg
114,2002/08/28/big/img_19263.jpg,831.0,432.0,156.0,80.0,1.0,./originalPics/2002/08/28/big/img_19263.jpg
115,2002/08/13/big/img_478.jpg,55.0,147.0,41.0,39.0,1.0,./originalPics/2002/08/13/big/img_478.jpg
116,2002/08/13/big/img_478.jpg,277.0,112.0,177.0,169.0,1.0,./originalPics/2002/08/13/big/img_478.jpg
117,2002/08/13/big/img_478.jpg,540.0,123.0,49.0,52.0,1.0,./originalPics/2002/08/13/big/img_478.jpg
118,2002/07/29/big/img_1358.jpg,397.0,404.0,262.0,284.0,1.0,./originalPics/2002/07/29/big/img_1358.jpg
119,2002/07/29/big/img_1358.jpg,333.0,112.0,228.0,221.0,1.0,./originalPics/2002/07/29/big/img_1358.jpg
120,2003/01/14/big/img_1022.jpg,462.0,155.0,337.0,204.0,1.0,./originalPics/2003/01/14/big/img_1022.jpg
121,2002/08/16/big/img_450.jpg,192.0,272.0,156.0,175.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
122,2002/08/16/big/img_450.jpg,316.0,307.0,87.0,84.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
123,2002/08/16/big/img_450.jpg,446.0,381.0,134.0,154.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
124,2002/08/16/big/img_450.jpg,506.0,288.0,92.0,99.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
125,2002/08/16/big/img_450.jpg,608.0,274.0,119.0,128.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
126,2002/08/16/big/img_450.jpg,809.0,372.0,102.0,111.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
127,2002/08/16/big/img_450.jpg,894.0,346.0,85.0,86.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
128,2002/08/16/big/img_450.jpg,898.0,276.0,75.0,74.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
129,2002/08/16/big/img_450.jpg,755.0,568.0,186.0,146.0,1.0,./originalPics/2002/08/16/big/img_450.jpg
130,2002/08/02/big/img_159.jpg,451.0,216.0,600.0,306.0,1.0,./originalPics/2002/08/02/big/img_159.jpg
131,2002/07/26/big/img_781.jpg,320.0,121.0,68.0,73.0,1.0,./originalPics/2002/07/26/big/img_781.jpg
132,2002/07/26/big/img_781.jpg,661.0,379.0,162.0,173.0,1.0,./originalPics/2002/07/26/big/img_781.jpg
133,2003/01/13/big/img_601.jpg,539.0,275.0,568.0,378.0,1.0,./originalPics/2003/01/13/big/img_601.jpg
134,2002/08/20/big/img_407.jpg,527.0,293.0,862.0,422.0,1.0,./originalPics/2002/08/20/big/img_407.jpg
135,2002/08/15/big/img_468.jpg,91.0,135.0,181.0,121.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
136,2002/08/15/big/img_468.jpg,248.0,300.0,214.0,124.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
137,2002/08/15/big/img_468.jpg,528.0,290.0,254.0,131.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
138,2002/08/15/big/img_468.jpg,722.0,390.0,202.0,104.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
139,2002/08/15/big/img_468.jpg,830.0,246.0,211.0,110.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
140,2002/08/15/big/img_468.jpg,731.0,215.0,190.0,114.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
141,2002/08/15/big/img_468.jpg,371.0,146.0,166.0,87.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
142,2002/08/15/big/img_468.jpg,245.0,118.0,157.0,81.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
143,2002/08/15/big/img_468.jpg,531.0,138.0,166.0,87.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
144,2002/08/15/big/img_468.jpg,130.0,26.0,100.0,51.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
145,2002/08/15/big/img_468.jpg,770.0,34.0,97.0,55.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
146,2002/08/15/big/img_468.jpg,54.0,316.0,109.0,110.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
147,2002/08/15/big/img_468.jpg,423.0,97.0,130.0,65.0,1.0,./originalPics/2002/08/15/big/img_468.jpg
148,2002/08/31/big/img_17902.jpg,475.0,100.0,280.0,151.0,1.0,./originalPics/2002/08/31/big/img_17902.jpg
149,2002/08/16/big/img_81.jpg,410.0,114.0,298.0,164.0,1.0,./originalPics/2002/08/16/big/img_81.jpg
150,2002/07/25/big/img_987.jpg,461.0,216.0,522.0,330.0,1.0,./originalPics/2002/07/25/big/img_987.jpg
